,,,,,,,,,,,,,,,,,,,,,,,SANITATION,Year,,,,,NATIONAL,,,,,,,RURAL,,,,,,,URBAN,,,,,,,,,,,,,,,
Mexico,MEX,2000,  102 809,75,76,6,7,10,0.86,-0.59,50,5,16,29,2.02,-1.54,85,7,4,4,0.42,-0.24,Mexico,2000,,19,9,0,11,5,13,59,-,-,-,3,10,23,18,19,6,0,13,3,9,73,,,,,,,,,,,,
Mexico,MEX,2001,  104 240,75,77,6,7,10,0.86,-0.59,52,5,15,27,2.02,-1.54,86,7,4,4,0.42,-0.24,Mexico,2001,,21,9,0,12,5,13,60,-,-,-,4,10,23,19,21,6,0,15,3,9,74,,,,,,,,,,,,
Mexico,MEX,2002,  105 578,75,78,6,6,9,0.86,-0.59,54,5,15,26,2.02,-1.54,86,7,4,4,0.42,-0.24,Mexico,2002,,22,9,0,14,5,13,61,-,-,-,4,11,24,19,23,6,0,17,3,9,75,,,,,,,,,,,,
Mexico,MEX,2003,  106 888,76,79,6,6,9,0.86,-0.59,56,6,14,24,2.02,-1.54,86,7,3,4,0.42,-0.24,Mexico,2003,,24,9,0,15,4,13,62,-,-,-,5,11,25,20,24,6,0,19,2,9,75,,,,,,,,,,,,
Mexico,MEX,2004,  108 258,76,80,7,6,8,0.86,-0.59,59,6,13,22,2.02,-1.54,87,7,3,3,0.42,-0.24,Mexico,2004,,26,9,0,17,4,13,63,-,-,-,6,11,26,21,26,5,0,20,2,9,76,,,,,,,,,,,,
Mexico,MEX,2005,  109 748,76,81,7,5,7,0.86,-0.59,61,6,13,21,2.02,-1.54,87,7,3,3,0.42,-0.24,Mexico,2005,,27,9,0,19,4,13,64,-,-,-,6,11,27,22,28,5,0,22,2,8,77,,,,,,,,,,,,
Mexico,MEX,2006,  111 383,77,82,7,5,7,0.86,-0.59,63,6,12,19,2.02,-1.54,88,7,3,3,0.42,-0.24,Mexico,2006,,29,9,0,20,4,13,64,-,-,-,7,11,28,23,29,5,0,24,2,8,77,,,,,,,,,,,,
Mexico,MEX,2007,  113 139,77,83,7,5,6,0.86,-0.59,65,6,11,18,2.02,-1.54,88,7,2,3,0.42,-0.24,Mexico,2007,,30,9,0,22,4,13,65,-,-,-,8,12,29,24,31,5,0,26,2,8,78,,,,,,,,,,,,
Mexico,MEX,2008,  114 973,77,83,7,4,6,0.86,-0.59,67,7,11,16,2.02,-1.54,88,7,2,2,0.42,-0.24,Mexico,2008,,32,9,0,24,4,13,66,-,-,-,9,12,30,25,33,5,0,28,2,8,79,,,,,,,,,,,,
Mexico,MEX,2009,  116 816,78,84,7,4,5,0.86,-0.59,69,7,10,15,2.02,-1.54,89,7,2,2,0.42,-0.24,Mexico,2009,,34,9,0,25,4,13,67,-,-,-,10,12,31,26,35,5,0,30,2,8,79,,,,,,,,,,,,
Mexico,MEX,2010,  118 618,78,85,7,3,4,0.86,-0.59,71,7,9,13,2.02,-1.54,89,7,2,2,0.42,-0.24,Mexico,2010,,36,9,0,27,4,13,68,-,-,-,11,12,32,27,37,5,0,32,1,8,80,,,,,,,,,,,,
Mexico,MEX,2011,  120 365,78,86,7,3,4,0.86,-0.59,73,7,9,12,2.02,-1.54,90,7,2,2,0.42,-0.24,Mexico,2011,,38,9,0,29,4,13,69,-,-,-,12,13,32,28,39,5,0,34,1,8,81,,,,,,,,,,,,
Mexico,MEX,2012,  122 071,78,87,7,3,3,0.86,-0.59,75,7,8,10,2.02,-1.54,90,7,1,1,0.42,-0.24,Mexico,2012,,39,9,0,31,4,13,70,-,-,-,13,13,33,29,40,4,0,36,1,8,81,,,,,,,,,,,,
Mexico,MEX,2013,  123 740,79,88,7,2,3,0.86,-0.59,77,8,7,9,2.02,-1.54,91,7,1,1,0.42,-0.24,Mexico,2013,,41,8,0,33,4,13,71,-,-,-,14,13,34,30,42,4,0,38,1,8,82,,,,,,,,,,,,
Mexico,MEX,2014,  125 386,79,88,7,2,2,0.86,-0.59,79,8,7,7,2.02,-1.54,91,7,1,1,0.42,-0.24,Mexico,2014,,43,8,0,35,3,13,72,-,-,-,15,13,35,30,44,4,0,40,1,7,83,,,,,,,,,,,,
Mexico,MEX,2015,  127 017,79,89,7,2,2,0.86,-0.59,81,8,6,6,2.02,-1.54,91,7,1,1,0.42,-0.24,Mexico,2015,,45,8,0,37,3,13,72,-,-,-,16,13,36,31,46,4,0,42,1,7,83,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2000,      107,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2001,      107,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2002,      107,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2003,      107,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2004,      107,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2004,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2005,      106,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2006,      106,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2007,      105,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2007,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2008,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2008,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2009,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2009,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2010,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2011,      103,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2011,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2012,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2012,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2013,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2013,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2014,      104,22,56,0,34,10,-,-,49,0,41,11,-,-,83,0,12,5,-,-,Micronesia (Federated States of),2014,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Micronesia (Federated States of),FSM,2015,      104,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Micronesia (Federated States of),2015,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Monaco,MCO,2000,       32,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2000,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2001,       32,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2001,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2002,       33,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2002,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2003,       33,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2003,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2004,       33,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2004,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2005,       34,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2005,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2006,       34,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2006,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2007,       35,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2007,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2008,       36,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2008,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2009,       36,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2009,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2010,       37,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2010,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2011,       37,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2011,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2012,       37,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2012,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2013,       38,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2013,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2014,       38,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2014,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Monaco,MCO,2015,       38,100,100,0,0,0,0.00,0.00,-,-,-,-,-,-,100,0,0,0,0.00,0.00,Monaco,2015,,100,0,0,100,0,-,100,-,-,-,-,-,-,-,100,0,0,100,0,-,100,,,,,,,,,,,,
Mongolia,MNG,2000,    2 397,57,48,26,11,16,0.75,-0.39,26,18,20,35,0.97,-0.28,64,31,4,1,0.14,0.04,Mongolia,2000,,-,-,-,-,33,0,15,-,-,-,-,25,0,1,-,-,-,-,37,0,27,,,,,,,,,,,,
Mongolia,MNG,2001,    2 420,58,49,26,10,15,0.75,-0.39,27,19,19,35,0.97,-0.28,65,31,3,1,0.14,0.04,Mongolia,2001,,-,-,-,-,34,0,15,-,-,-,-,26,0,1,-,-,-,-,38,0,26,,,,,,,,,,,,
Mongolia,MNG,2002,    2 444,59,50,27,9,15,0.75,-0.39,28,20,17,35,0.97,-0.28,65,31,3,1,0.14,0.04,Mongolia,2002,,-,-,-,-,35,0,15,-,-,-,-,27,0,1,-,-,-,-,39,0,26,,,,,,,,,,,,
Mongolia,MNG,2003,    2 469,60,51,27,8,14,0.75,-0.39,29,20,16,34,0.97,-0.28,65,31,3,1,0.14,0.04,Mongolia,2003,,-,-,-,-,36,0,15,-,-,-,-,28,0,1,-,-,-,-,40,0,25,,,,,,,,,,,,
Mongolia,MNG,2004,    2 497,61,52,28,7,14,0.75,-0.39,30,21,14,34,0.97,-0.28,65,32,2,1,0.14,0.04,Mongolia,2004,,-,-,-,-,37,0,15,-,-,-,-,29,0,1,-,-,-,-,41,0,24,,,,,,,,,,,,
Mongolia,MNG,2005,    2 526,62,53,28,6,13,0.75,-0.39,31,22,13,34,0.97,-0.28,65,32,2,1,0.14,0.04,Mongolia,2005,,-,-,-,-,38,0,15,-,-,-,-,30,0,1,-,-,-,-,42,0,23,,,,,,,,,,,,
Mongolia,MNG,2006,    2 558,64,53,28,5,13,0.75,-0.39,32,23,12,33,0.97,-0.28,65,32,2,1,0.14,0.04,Mongolia,2006,,-,-,-,-,39,0,14,-,-,-,-,31,0,1,-,-,-,-,42,0,23,,,,,,,,,,,,
Mongolia,MNG,2007,    2 593,65,54,29,5,12,0.75,-0.39,34,23,10,33,0.97,-0.28,66,32,2,1,0.14,0.04,Mongolia,2007,,-,-,-,-,40,0,14,-,-,-,-,32,0,1,-,-,-,-,43,0,22,,,,,,,,,,,,
Mongolia,MNG,2008,    2 630,66,55,29,4,12,0.75,-0.39,35,24,9,33,0.97,-0.28,66,32,1,1,0.14,0.04,Mongolia,2008,,-,-,-,-,41,0,14,-,-,-,-,33,0,1,-,-,-,-,44,0,21,,,,,,,,,,,,
Mongolia,MNG,2009,    2 670,67,56,30,3,12,0.75,-0.39,36,25,7,33,0.97,-0.28,66,32,1,1,0.14,0.04,Mongolia,2009,,-,-,-,-,42,0,14,-,-,-,-,34,0,1,-,-,-,-,45,0,20,,,,,,,,,,,,
Mongolia,MNG,2010,    2 713,68,56,30,2,11,0.75,-0.39,37,26,6,32,0.97,-0.28,66,32,1,1,0.14,0.04,Mongolia,2010,,-,-,-,-,43,0,13,-,-,-,-,35,0,1,-,-,-,-,46,0,20,,,,,,,,,,,,
Mongolia,MNG,2011,    2 759,69,57,30,2,11,0.75,-0.39,38,26,4,32,0.97,-0.28,66,32,0,1,0.14,0.04,Mongolia,2011,,-,-,-,-,44,0,13,-,-,-,-,36,0,2,-,-,-,-,47,0,19,,,,,,,,,,,,
Mongolia,MNG,2012,    2 808,69,58,31,1,11,0.75,-0.39,39,27,3,32,0.97,-0.28,66,32,0,1,0.14,0.04,Mongolia,2012,,-,-,-,-,45,0,13,-,-,-,-,37,0,2,-,-,-,-,48,0,18,,,,,,,,,,,,
Mongolia,MNG,2013,    2 859,70,58,31,0,10,0.75,-0.39,40,28,1,32,0.97,-0.28,66,32,0,1,0.14,0.04,Mongolia,2013,,-,-,-,-,45,0,13,-,-,-,-,38,0,2,-,-,-,-,48,0,18,,,,,,,,,,,,
Mongolia,MNG,2014,    2 910,71,59,31,0,10,0.75,-0.39,40,28,0,31,0.97,-0.28,66,32,0,1,0.14,0.04,Mongolia,2014,,-,-,-,-,46,0,13,-,-,-,-,39,0,2,-,-,-,-,48,0,18,,,,,,,,,,,,
Mongolia,MNG,2015,    2 959,72,59,31,0,10,0.75,-0.39,41,28,0,31,0.97,-0.28,66,32,0,1,0.14,0.04,Mongolia,2015,,-,-,-,-,46,0,13,-,-,-,-,39,0,2,-,-,-,-,48,0,18,,,,,,,,,,,,
Montenegro,MNE,2000,      614,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2001,      613,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2002,      614,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2003,      614,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2004,      615,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2004,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2005,      616,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Montenegro,2005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montenegro,MNE,2006,      617,62,91,2,7,0,-,-,89,2,10,0,-,-,93,2,5,0,-,-,Montenegro,2006,,-,-,-,17,4,35,52,-,-,-,9,9,54,26,35,13,0,22,1,25,67,,,,,,,,,,,,
Montenegro,MNE,2007,      619,63,92,2,6,0,-,-,89,2,9,0,-,-,94,2,4,0,-,-,Montenegro,2007,,-,-,-,17,4,37,51,-,-,-,8,8,56,25,35,14,0,22,1,26,66,,,,,,,,,,,,
Montenegro,MNE,2008,      620,63,92,2,6,0,-,-,89,2,9,0,-,-,94,2,4,0,-,-,Montenegro,2008,,-,-,-,16,4,39,50,-,-,-,8,8,58,24,35,14,0,21,1,28,66,,,,,,,,,,,,
Montenegro,MNE,2009,      621,63,93,2,5,0,-,-,90,2,8,0,-,-,95,2,3,0,-,-,Montenegro,2009,,-,-,-,16,3,41,49,-,-,-,7,7,60,22,36,15,0,20,1,29,65,,,,,,,,,,,,
Montenegro,MNE,2010,      622,63,94,2,5,0,-,-,90,2,8,0,-,-,95,2,2,0,-,-,Montenegro,2010,,-,-,-,15,3,42,48,-,-,-,7,7,62,21,36,16,0,20,1,31,64,,,,,,,,,,,,
Montenegro,MNE,2011,      623,63,94,2,4,0,-,-,91,2,8,0,-,-,96,2,2,0,-,-,Montenegro,2011,,-,-,-,15,3,44,47,-,-,-,6,6,64,20,36,16,0,19,1,32,63,,,,,,,,,,,,
Montenegro,MNE,2012,      624,63,95,2,3,0,-,-,91,2,7,0,-,-,97,2,1,0,-,-,Montenegro,2012,,-,-,-,14,2,46,46,-,-,-,6,6,67,19,36,17,0,19,1,34,62,,,,,,,,,,,,
Montenegro,MNE,2013,      625,64,95,2,3,0,-,-,91,2,7,0,-,-,97,2,1,0,-,-,Montenegro,2013,,-,-,-,14,2,47,46,-,-,-,5,5,69,17,36,18,0,18,0,35,62,,,,,,,,,,,,
Montenegro,MNE,2014,      625,64,96,2,2,0,-,-,92,2,6,0,-,-,98,2,0,0,-,-,Montenegro,2014,,-,-,-,13,2,49,45,-,-,-,5,5,71,16,36,18,0,18,0,37,61,,,,,,,,,,,,
Montenegro,MNE,2015,      626,64,96,2,2,0,-,-,92,2,6,0,-,-,98,2,0,0,-,-,Montenegro,2015,,-,-,-,13,2,51,44,-,-,-,4,4,73,15,36,19,0,17,0,38,60,,,,,,,,,,,,
Montserrat,MSR,2000,        5,2,80,9,7,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2000,,-,-,-,13,2,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2001,        5,9,81,10,6,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2001,,-,-,-,13,3,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2002,        4,9,82,10,5,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2002,,-,-,-,13,4,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2003,        4,9,82,10,4,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2003,,-,-,-,13,4,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2004,        5,9,83,10,3,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2004,,-,-,-,13,5,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2005,        5,9,84,10,2,4,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2005,,-,-,-,13,6,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2006,        5,9,85,10,5,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2006,,-,-,-,13,7,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2007,        5,9,86,10,4,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2007,,-,-,-,13,8,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2008,        5,9,86,10,3,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2008,,-,-,-,13,8,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2009,        5,9,87,10,3,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2009,,-,-,-,13,9,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2010,        5,9,88,10,2,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2010,,-,-,-,13,10,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2011,        5,9,89,11,1,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2011,,-,-,-,13,11,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2012,        5,9,89,11,1,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2012,,-,-,-,13,11,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2013,        5,9,89,11,1,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2013,,-,-,-,13,11,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2014,        5,9,89,11,1,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2014,,-,-,-,13,11,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Montserrat,MSR,2015,        5,9,89,11,1,0,0.58,-0.25,-,-,-,-,-,-,-,-,-,-,-,-,Montserrat,2015,,-,-,-,13,11,65,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Morocco,MAR,2000,   28 951,53,69,6,1,24,0.99,-1.11,47,3,0,50,1.82,-2.06,87,9,1,2,0.13,-0.12,Morocco,2000,,31,13,0,18,18,9,42,-,-,-,0,31,14,2,38,6,0,32,6,5,76,,,,,,,,,,,,
Morocco,MAR,2001,   29 251,54,70,6,1,23,0.99,-1.11,49,3,0,48,1.82,-2.06,87,9,1,2,0.13,-0.12,Morocco,2001,,32,14,0,18,17,10,42,-,-,-,0,31,16,2,38,6,0,32,6,5,76,,,,,,,,,,,,
Morocco,MAR,2002,   29 536,54,71,7,1,22,0.99,-1.11,51,3,0,45,1.82,-2.06,88,9,1,2,0.13,-0.12,Morocco,2002,,32,14,0,18,17,11,43,-,-,-,0,30,19,2,38,6,0,33,6,5,76,,,,,,,,,,,,
Morocco,MAR,2003,   29 813,54,72,7,1,21,0.99,-1.11,53,3,0,43,1.82,-2.06,88,9,1,2,0.13,-0.12,Morocco,2003,,33,14,0,18,16,12,43,-,-,-,0,30,21,2,38,6,0,33,6,6,77,,,,,,,,,,,,
Morocco,MAR,2004,   30 093,55,73,7,1,19,0.99,-1.11,55,3,0,41,1.82,-2.06,88,9,1,1,0.13,-0.12,Morocco,2004,,33,15,0,19,16,14,44,-,-,-,0,30,23,2,38,6,0,33,5,6,77,,,,,,,,,,,,
Morocco,MAR,2005,   30 385,55,74,7,1,18,0.99,-1.11,57,4,1,39,1.82,-2.06,88,9,1,1,0.13,-0.12,Morocco,2005,,34,15,0,19,16,15,44,-,-,-,0,29,26,2,38,6,0,33,5,6,77,,,,,,,,,,,,
Morocco,MAR,2006,   30 691,56,75,7,1,17,0.99,-1.11,59,4,1,36,1.82,-2.06,88,9,1,1,0.13,-0.12,Morocco,2006,,34,15,0,19,15,16,45,-,-,-,0,28,28,2,38,6,0,33,5,6,77,,,,,,,,,,,,
Morocco,MAR,2007,   31 011,56,76,7,2,15,0.99,-1.11,61,4,2,34,1.82,-2.06,88,10,1,1,0.13,-0.12,Morocco,2007,,35,16,0,19,14,17,45,-,-,-,0,28,30,2,38,6,0,33,5,6,77,,,,,,,,,,,,
Morocco,MAR,2008,   31 351,57,77,7,2,14,0.99,-1.11,62,4,2,31,1.82,-2.06,88,10,1,1,0.13,-0.12,Morocco,2008,,35,16,0,19,14,18,46,-,-,-,0,27,33,3,38,5,0,33,4,7,77,,,,,,,,,,,,
Morocco,MAR,2009,   31 715,57,78,7,2,13,0.99,-1.11,64,4,3,29,1.82,-2.06,89,10,1,1,0.13,-0.12,Morocco,2009,,36,16,0,20,13,19,46,-,-,-,0,26,35,3,39,5,0,33,4,7,78,,,,,,,,,,,,
Morocco,MAR,2010,   32 108,58,79,7,2,11,0.99,-1.11,66,4,4,26,1.82,-2.06,89,10,1,1,0.13,-0.12,Morocco,2010,,36,16,0,20,13,20,47,-,-,-,0,26,37,3,39,5,0,33,4,7,78,,,,,,,,,,,,
Morocco,MAR,2011,   32 532,58,80,7,3,10,0.99,-1.11,68,4,4,24,1.82,-2.06,89,10,1,0,0.13,-0.12,Morocco,2011,,36,16,0,20,12,21,47,-,-,-,0,25,40,3,39,5,0,33,3,7,78,,,,,,,,,,,,
